5/4/2024, 5:30:16 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:17 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:18 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42622,46
5/4/2024, 5:30:20 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42623,46
5/4/2024, 5:30:21 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:22 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42622,46
5/4/2024, 5:30:23 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:24 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:24 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:27 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42623,46
5/4/2024, 5:30:27 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:28 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:29 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:30 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42618,46
5/4/2024, 5:30:31 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42616,46
5/4/2024, 5:30:33 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42617,46
5/4/2024, 5:30:34 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:34 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:36 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:38 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:38 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42622,46
5/4/2024, 5:30:40 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42618,46
5/4/2024, 5:30:41 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:42 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:42 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:44 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:44 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:46 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:48 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:30:49 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:49 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42618,46
5/4/2024, 5:30:50 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:51 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:52 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42622,46
5/4/2024, 5:30:53 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42623,46
5/4/2024, 5:30:54 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:56 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:30:57 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42618,46
5/4/2024, 5:30:58 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:30:59 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42621,46
5/4/2024, 5:31:00 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:31:01 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42620,46
5/4/2024, 5:31:03 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42619,46
5/4/2024, 5:31:03 pm,7,1400,40,STANDBY,4 Hr 23 Min,0,33,42618,46
